Código do Município;Município;Estado;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de Serviço;Natureza Jurídica;AG011 - Volume de água faturado;BL002 - Ativo total;ES007 - Volume de esgotos faturado;FN002 - Receita operacional direta de água;FN003 - Receita operacional direta de esgoto;FN010 - Despesa com pessoal próprio;FN015 - Despesas de Exploração (DEX);FN016 - Despesas com juros e encargos do serviço da dívida;FN019 - Despesas com depreciação, amortização do ativo diferido e provisão para devedores duvidosos;FN026 - Quantidade total de empregados próprios
530010;Brasília;DF;2017;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;175.029,00;3.207.599,66;145.732,00;828.040.377,38;691.516.877,02;780.517.996,64;1.427.417.442,08;43.786.167,39;99.602.775,36;2.577
530010;Brasília;DF;2016;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;187.771,00;2.870.913,15;157.298,00;890.020.329,79;741.580.412,84;761.182.508,62;1.345.240.232,61;54.311.897,56;124.340.836,95;2.517
530010;Brasília;DF;2015;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;185.300,00;2.717.379,00;155.090,00;815.152.379,10;668.576.401,00;676.963.815,00;1.274.785.079,00;57.889.149,00;103.663.474,00;2.528
530010;Brasília;DF;2014;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;187.122,00;2.476.565,00;156.551,00;751.027.055,76;604.191.487,22;676.276.477,63;1.202.474.626,00;47.801.836,86;110.782.160,62;2.592
530010;Brasília;DF;2013;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;186.909,00;2.298.762,11;157.154,00;706.694.122,00;575.298.058,00;592.002.931,00;1.080.329.804,00;41.897.131,00;77.396.781,00;2.746
530010;Brasília;DF;2012;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;184.221,95;2.108.165,84;154.093,17;641.889.825,00;520.160.524,00;526.514.121,00;1.039.001.425,00;42.763.802,00;61.059.685,00;2.728
530010;Brasília;DF;2011;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;179.778,00;2.010.578,16;149.431,19;547.328.313,45;439.429.414,01;419.529.900,00;866.321.832,81;106.855.400,96;86.540.658,00;2.597
530010;Brasília;DF;2010;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.280,00;2.571.334,50;146.575,00;502.090.118,92;396.666.809,04;348.990.839,21;719.825.678,44;65.852.475,63;82.066.381,75;2.604
530010;Brasília;DF;2009;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;168.483,00;1.733.963,86;139.487,03;446.399.833,57;356.375.122,00;277.990.546,00;630.189.875,00;52.530.894,00;100.400.187,00;2.434
530010;Brasília;DF;2008;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;165.919,00;1.643.456,00;136.525,58;427.038.024,00;340.839.343,00;277.614.451,00;570.602.367,00;60.889.146,00;73.938.867,00;2.422
530010;Brasília;DF;2007;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;161.152,00;1.602.380,54;134.467,00;401.206.972,85;323.119.103,76;240.738.066,00;552.991.262,00;48.523.762,00;64.120.141,00;2.419
530010;Brasília;DF;2006;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;156.554,00;1.468.452,00;132.479,10;366.517.625,00;297.503.328,00;213.631.569,00;557.912.592,00;25.408.590,00;52.310.140,00;2.311
530010;Brasília;DF;2005;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;150.201,40;1.149.512,65;130.349,60;316.890.097,00;259.723.052,00;196.253.965,00;471.036.493,00;21.124.931,00;56.739.079,00;2.045
530010;Brasília;DF;2004;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;146.338,80;991.021,00;128.544,90;251.629.858,00;207.669.623,00;189.985.396,00;415.657.619,00;17.556.045,00;33.493.656,00;2.076
530010;Brasília;DF;2003;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;143.113,00;903.582,00;127.417,00;206.210.215,00;177.455.931,00;155.398.893,00;332.171.381,00;19.193.540,00;47.445.334,00;2.138
530010;Brasília;DF;2002;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;142.152,00;849.859,88;127.910,00;182.351.435,00;153.666.151,00;152.841.037,00;287.852.110,00;21.565.247,00;48.395.797,00;2.246
530010;Brasília;DF;2001;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;136.828,00;775.482,00;124.897,00;152.427.354,00;129.618.477,00;129.442.951,00;235.134.513,00;14.292.579,00;49.594.963,00;2.318
530010;Brasília;DF;2000;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;140.391,00;765.731,00;128.050,00;145.550.318,00;124.639.157,00;105.569.218,00;211.417.592,00;12.837.687,00;47.824.737,00;2.364
530010;Brasília;DF;1999;53001000;Companhia de Saneamento Ambiental do Distrito Federal;CAESB;Regional;Água e Esgoto;Autarquia;144.753,00;752.257,66;129.199,00;135.754.836,00;112.671.546,00;109.409.789,00;191.285.751,00;11.349.711,00;45.958.409,00;2.613
320530;Vitória;ES;2019;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.265,21;3.427.021,06;82.801,71;667.064.466,57;291.508.496,86;198.444.578,30;625.465.397,11;7.150.534,38;86.184.802,39;1.304
320530;Vitória;ES;2018;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.557,00;3.171.993,69;81.271,76;624.822.423,16;266.030.399,21;194.822.323,55;586.738.223,24;6.883.986,07;83.805.304,79;1.305
320530;Vitória;ES;2017;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.528,59;2.930.658,56;77.485,57;595.741.940,23;234.745.266,87;193.650.791,24;556.576.158,97;8.744.228,07;77.365.565,08;1.373
320530;Vitória;ES;2016;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;181.643,01;2.704.076,00;73.260,67;571.693.623,96;206.058.282,71;188.385.427,82;524.221.072,14;12.584.797,51;68.053.528,15;1.437
320530;Vitória;ES;2015;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;184.675,95;2.541.675,00;66.034,64;530.783.188,05;166.779.839,14;175.113.196,00;502.446.792,07;8.958.128,96;59.234.967,14;1.501
320530;Vitória;ES;2014;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;192.557,72;2.438.718,00;65.491,58;526.886.654,42;150.010.679,61;162.975.873,54;463.255.008,86;8.907.493,29;54.579.204,17;1.529
320530;Vitória;ES;2013;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;188.722,36;2.125.189,00;59.707,31;471.095.647,24;115.571.473,61;150.669.851,84;382.918.917,68;652.455,15;76.253.438,37;1.509
320530;Vitória;ES;2012;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;184.338,57;2.114.795,00;52.690,41;426.109.115,84;90.279.751,19;129.096.739,00;351.936.340,00;990.743,00;72.769.543,00;1.460
320530;Vitória;ES;2011;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;182.567,69;1.979.524,00;49.484,65;387.700.320,94;68.940.430,52;114.725.986,59;311.706.143,75;1.453.444,23;60.213.260,94;1.470
320530;Vitória;ES;2010;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;181.880,98;1.803.247,08;47.443,68;360.828.761,29;66.194.596,60;103.443.863,18;285.682.347,50;11.107.554,19;37.706.107,21;1.403
320530;Vitória;ES;2009;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.070,57;1.549.658,00;45.046,51;338.437.865,68;60.286.278,69;99.157.068,00;273.277.336,35;3.398.808,19;43.194.799,00;1.245
320530;Vitória;ES;2008;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;168.753,62;1.288.967,00;40.792,80;310.130.071,15;52.058.784,55;86.759.058,72;241.350.243,00;6.073.711,44;40.421.834,15;1.281
320530;Vitória;ES;2007;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;164.451,11;1.096.118,00;38.442,13;286.091.268,77;45.529.524,06;83.950.941,22;233.109.510,44;-77.842,32;38.724.812,73;1.128
320530;Vitória;ES;2006;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;164.101,00;1.018.679,68;35.359,00;271.844.546,46;41.996.976,62;77.964.583,22;214.806.746,00;1.577.857,00;36.652.146,00;1.141
320530;Vitória;ES;2005;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;159.704,00;985.718,32;32.271,00;250.981.554,69;35.689.439,79;65.508.567,99;188.600.953,46;-334.420,77;33.703.360,00;1.083
320530;Vitória;ES;2004;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;157.080,00;;28.196,00;243.213.951,35;28.910.840,37;61.704.749,80;171.775.911,35;2.305.858,64;27.890.457,00;1.025
320530;Vitória;ES;2003;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;157.211,00;824.606,00;25.074,00;209.582.691,29;25.936.421,38;57.673.962,06;126.799.870,27;-1.533.488,04;27.136.085,05;1.034
320530;Vitória;ES;2002;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;152.915,00;861.249,22;23.524,00;176.693.233,24;20.563.673,66;53.652.150,09;129.143.805,27;21.116.838,54;39.569.292,00;1.027
320530;Vitória;ES;2001;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;153.304,00;853.722,00;20.221,00;154.799.709,00;15.516.726,00;52.213.905,00;113.426.550,45;3.640.061,00;35.665.895,00;1.045
320530;Vitória;ES;2000;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;154.977,00;835.488,00;19.195,00;144.728.211,00;13.538.941,00;46.232.216,03;97.605.628,32;4.672.814,28;32.738.155,00;1.088
320530;Vitória;ES;1999;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;157.847,00;818.844,20;19.934,00;129.417.967,00;11.550.355,00;45.409.449,00;88.311.394,00;4.134.801,00;33.348.886,00;1.090
520870;Goiânia;GO;2019;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;308.738,23;5.472.333,00;161.553,73;1.631.833.702,37;918.760.105,79;579.530.591,72;1.921.747.587,71;137.938.698,44;89.898.646,16;6.234
520870;Goiânia;GO;2018;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;261.132,74;4.857.360,00;151.592,17;1.572.451.862,14;750.478.789,70;905.263.677,95;1.724.981.338,92;117.373.811,63;331.051.060,38;6.221
520870;Goiânia;GO;2017;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;263.482,01;4.659.640,00;148.664,07;1.554.805.655,07;701.422.123,72;956.909.070,74;1.761.303.297,10;171.919.664,32;216.805.300,68;5.741
520870;Goiânia;GO;2016;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;263.507,18;4.777.633,00;144.799,58;1.441.979.106,37;631.725.367,48;787.242.366,00;1.524.216.367,86;180.711.820,39;183.538.720,51;5.883
520870;Goiânia;GO;2015;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;263.525,65;4.473.645,00;141.613,43;1.160.047.580,96;492.620.265,80;648.565.999,47;1.342.241.764,14;185.781.885,08;224.574.678,23;5.489
520870;Goiânia;GO;2014;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;270.039,43;4.280.806,00;140.478,55;1.021.564.605,57;415.188.775,10;564.153.812,39;1.160.626.877,16;114.243.889,64;221.038.937,25;5.086
520870;Goiânia;GO;2013;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;261.041,22;3.945.253,00;132.253,32;942.760.281,21;365.801.645,65;444.524.060,02;969.344.888,48;111.573.018,49;202.222.994,70;4.316
520870;Goiânia;GO;2012;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;252.202,42;3.690.628,00;125.483,34;861.236.424,62;327.783.921,82;401.539.724,74;859.102.250,46;74.202.500,31;226.459.178,17;4.427
520870;Goiânia;GO;2011;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;237.044,38;3.424.689,00;116.540,79;758.506.982,41;286.258.331,44;343.107.854,98;833.792.489,75;28.203.713,18;145.698.567,50;4.499
520870;Goiânia;GO;2010;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;229.180,43;3.175.800,00;111.788,26;675.106.687,46;255.035.466,80;291.079.762,32;634.984.579,68;64.010.270,50;157.798.888,53;4.422
520870;Goiânia;GO;2009;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;209.481,30;2.884.444,00;103.114,70;580.390.553,39;210.435.050,24;260.279.630,80;591.922.697,78;46.261.614,37;140.789.782,91;4.233
520870;Goiânia;GO;2008;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;204.617,24;2.733.707,00;100.086,68;533.280.941,10;191.166.323,40;231.104.184,20;540.755.719,84;18.842.646,67;128.050.703,65;4.112
520870;Goiânia;GO;2007;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;200.013,37;2.663.079,00;96.012,16;506.322.820,74;174.667.946,00;204.457.426,19;494.724.249,72;10.932.441,88;114.145.884,61;3.943
520870;Goiânia;GO;2006;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;187.077,00;2.590.685,00;89.473,70;440.637.667,00;153.035.333,00;191.403.098,25;458.168.917,98;29.914.130,20;65.674.128,44;3.840
520870;Goiânia;GO;2005;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;187.850,20;2.499.673,00;87.891,10;334.771.071,41;150.469.768,91;152.423.952,55;397.561.898,72;72.451.558,18;55.360.626,37;3.481
520870;Goiânia;GO;2004;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;175.678,30;2.331.446,00;85.771,10;323.336.555,42;134.775.048,52;133.878.722,62;334.357.206,39;52.131.526,81;60.429.349,89;3.393
520870;Goiânia;GO;2003;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;172.120,20;2.231.568,00;85.056,60;282.307.386,39;120.953.055,52;124.406.000,00;293.605.897,02;78.187.000,00;60.290.417,87;3.401
520870;Goiânia;GO;2002;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;177.840,50;2.135.056,00;88.522,00;228.634.285,00;95.985.153,00;113.310.000,00;250.699.138,03;58.797.000,00;80.374.000,00;3.092
520870;Goiânia;GO;2001;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;168.299,00;2.048.010,00;84.498,00;180.500.845,00;76.059.774,00;103.245.701,00;212.337.066,00;20.004.307,00;45.004.430,00;3.243
520870;Goiânia;GO;2000;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;167.742,00;2.017.774,00;83.140,00;166.394.756,00;69.954.496,00;93.029.900,00;188.488.667,00;11.886.787,00;43.415.273,00;3.269
520870;Goiânia;GO;1999;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;167.036,00;1.954.158,00;81.537,00;154.894.937,00;63.834.022,00;77.346.843,00;174.696.131,00;9.480.917,00;42.095.429,00;3.309
211130;São Luís;MA;2019;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;98.945,76;2.662.521,00;34.621,64;397.445.413,93;173.668.224,65;346.482.693,35;532.547.524,34;113.367.010,57;23.309.460,25;2.009
211130;São Luís;MA;2018;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;101.453,66;2.665.013,00;35.178,26;336.542.047,20;146.560.513,57;246.410.352,41;418.838.574,78;0;25.064.515,46;2.301
211130;São Luís;MA;2017;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;103.872,34;2.306.981,00;34.754,80;350.289.074,41;149.522.845,19;305.505.624,46;505.867.897,07;0;26.928.712,76;2.330
211130;São Luís;MA;2016;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;105.112,22;2.004.374,00;34.370,61;330.603.827,59;135.766.912,64;278.459.258,21;431.612.765,22;0;25.730.519,79;2.318
211130;São Luís;MA;2015;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;102.770,87;1.763.350,00;33.258,42;268.046.870,21;106.895.398,11;240.584.521,39;423.855.633,78;0;24.920.293,64;2.374
211130;São Luís;MA;2014;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;102.409,47;1.607.699,00;34.440,21;254.092.104,71;104.635.862,38;210.980.550,61;375.969.828,96;0;67.215.771,93;2.111
211130;São Luís;MA;2013;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;104.654,37;1.384.014,00;34.004,54;241.851.358,58;11.807.830,98;86.676.906,24;169.718.518,99;0;24.592.150,07;2.152
211130;São Luís;MA;2012;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;161.099,51;1.312.415,00;34.117,32;208.509.051,06;73.098.041,33;79.796.892,88;167.369.274,26;0;6.021.183,98;2.223
211130;São Luís;MA;2011;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;97.354,70;1.263.397,00;27.908,79;147.731.999,12;55.589.985,67;74.084.777,73;154.721.089,52;0;14.543.381,36;2.215
211130;São Luís;MA;2010;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;90.745,43;1.236.068,00;33.342,88;137.315.659,20;52.103.413,51;82.379.204,91;300.743.530,19;922.485,44;29.354.441,19;1.922
211130;São Luís;MA;2009;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;91.708,78;1.215.942,35;79.219,00;113.590.341,00;49.320.152,00;89.857.766,97;192.222.749,97;1.900.567,00;35.694.432,69;1.691
211130;São Luís;MA;2008;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;81.570,01;1.177.707,00;83.300,00;117.002.561,76;36.788.228,13;59.237.333,43;143.468.894,94;2.201.997,43;34.549.572,31;2.496
211130;São Luís;MA;2007;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;103.360,57;;29.911,00;105.850.635,14;38.219.046,38;58.366.619,00;143.728.738,00;2.017.550,00;34.396.269,00;2.653
211130;São Luís;MA;2006;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;77.887,00;1.151.862,72;28.128,00;92.458.463,00;37.951.473,00;54.829.670,00;190.215.444,50;2.223.756,00;36.280.620,00;1.599
211130;São Luís;MA;2005;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;85.518,00;1.121.350,00;28.382,00;87.375.700,36;34.750.949,07;51.100.875,09;162.963.260,30;2.466.349,18;75.677.582,38;1.384
211130;São Luís;MA;2004;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;88.907,90;;28.136,00;101.137.476,00;39.562.081,00;50.592.102,00;184.765.539,00;2.142.593,00;32.973.509,00;1.384
211130;São Luís;MA;2003;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;90.124,00;1.167.448,00;28.536,00;71.077.243,00;24.602.770,00;40.170.482,00;105.305.000,00;3.117.792,00;51.270.267,00;1.394
211130;São Luís;MA;2002;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;84.616,00;1.151.944,24;27.889,00;63.103.647,00;23.723.221,00;32.598.075,00;86.884.673,00;2.558.500,00;61.757.482,00;1.410
211130;São Luís;MA;2001;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;77.631,00;1.157.274,00;22.403,00;58.099.067,00;21.676.842,00;39.427.777,00;93.414.593,00;258.020,00;48.652.900,00;1.479
211130;São Luís;MA;2000;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;74.764,00;1.169.574,00;22.543,00;49.134.192,00;19.486.257,00;38.419.000,00;124.137.041,00;578.752,00;19.141.190,00;1.659
211130;São Luís;MA;1999;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;71.785,00;1.150.482,00;24.815,00;52.249.189,00;18.857.134,00;39.436.000,00;152.473.519,00;494.466,00;11.643.319,00;1.939
310620;Belo Horizonte;MG;2019;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;596.815,73;11.520.769,00;416.381,01;3.254.213.424,78;1.867.840.083,90;1.233.274.951,60;3.107.242.017,36;248.672.789,07;742.242.955,19;11.519
310620;Belo Horizonte;MG;2018;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;578.102,69;11.165.962,00;397.602,59;2.903.930.715,11;1.637.550.915,25;1.311.250.976,16;2.578.678.770,78;292.757.365,91;820.078.607,26;11.545
310620;Belo Horizonte;MG;2017;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;584.773,40;10.801.093,00;398.658,29;2.321.923.872,72;1.291.976.638,59;875.271.139,86;2.254.793.189,76;252.641.639,31;567.671.268,99;11.262
310620;Belo Horizonte;MG;2016;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;607.382,02;11.308.534,06;409.810,99;2.563.957.721,51;1.411.648.194,64;1.044.704.704,83;2.503.068.700,71;402.664.522,97;724.955.844,16;11.327
310620;Belo Horizonte;MG;2015;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;634.319,20;11.254.614,76;418.362,60;2.239.896.678,01;1.194.102.691,39;1.283.238.345,02;2.510.678.677,50;462.732.378,43;537.626.272,47;11.996
310620;Belo Horizonte;MG;2014;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;681.040,14;10.436.500,86;449.500,41;2.246.869.125,68;1.196.888.717,77;1.040.376.936,08;2.226.783.727,65;262.596.570,86;476.014.810,67;12.544
310620;Belo Horizonte;MG;2013;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;676.374,95;9.858.738,28;443.527,21;2.148.694.011,43;1.137.273.982,82;968.543.065,64;2.128.032.475,57;239.504.544,80;418.484.325,90;11.851
310620;Belo Horizonte;MG;2012;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;660.552,70;9.336.258,88;427.158,91;2.029.592.234,74;1.011.868.070,35;833.412.479,30;1.898.476.968,35;250.042.119,66;402.977.461,31;11.603
310620;Belo Horizonte;MG;2011;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;643.788,97;8.544.865,44;402.422,35;1.943.841.266,37;808.236.192,14;820.393.964,18;1.753.607.505,51;180.553.056,37;299.396.770,12;11.533
310620;Belo Horizonte;MG;2010;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;625.034,60;7.547.424,53;382.057,61;1.854.123.524,30;666.664.924,58;756.845.967,02;1.637.412.036,17;147.768.963,26;277.693.465,13;11.444
310620;Belo Horizonte;MG;2009;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;601.811,39;7.141.567,00;356.906,90;1.763.604.189,58;621.870.767,33;678.132.697,56;1.433.879.245,47;141.799.934,14;269.037.564,27;11.443
310620;Belo Horizonte;MG;2008;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;594.647,27;6.250.642,00;326.406,75;1.674.827.734,99;556.137.346,75;581.574.225,67;1.328.029.460,19;138.846.617,95;255.027.282,53;11.119
310620;Belo Horizonte;MG;2007;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;589.718,72;5.764.112,00;317.726,58;1.504.403.064,21;517.208.400,51;543.016.362,78;1.299.240.769,33;90.169.439,34;212.219.633,22;11.080
